Site_ID_AOV,Funding_Agency,ROR
8854,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8855,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8856,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8857,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8858,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8859,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8860,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8861,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8862,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8863,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8864,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8865,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8866,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8867,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8868,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8869,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8870,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8871,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8872,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8873,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8874,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8875,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8876,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8877,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8878,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8879,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8880,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8881,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8882,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8883,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8884,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8885,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8886,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8887,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8888,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8889,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8890,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8891,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8892,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8893,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8894,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8895,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8896,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8897,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8898,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8899,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8900,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8901,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8902,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8903,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8904,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8905,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8906,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8907,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8908,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8909,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8910,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8911,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8912,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8913,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8914,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8915,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8916,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8917,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8918,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8919,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8920,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8921,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8922,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8923,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8924,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8925,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8926,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8927,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8928,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8929,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8930,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8931,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8932,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8933,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8934,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8935,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8936,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8937,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8938,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8939,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8940,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8941,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8942,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8943,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8944,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8945,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8946,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8947,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8948,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8949,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8950,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8951,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8952,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8953,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8954,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8955,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8956,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8957,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8958,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8959,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8960,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8961,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8962,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8963,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8964,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8965,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8966,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8967,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8968,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8969,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8970,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8971,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8972,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8973,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8974,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8975,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8976,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8977,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8978,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8979,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8980,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8981,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8982,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8983,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8984,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8985,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8986,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8987,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8988,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8989,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8990,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8991,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8992,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8993,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8994,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8995,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8996,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8997,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8998,ADF&G: Alaska Department of Fish and Game,02rh7vj17
8999,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9000,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9001,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9002,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9003,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9004,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9005,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9006,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9007,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9008,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9009,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9010,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9011,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9012,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9013,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9014,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9015,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9016,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9017,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9018,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9019,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9020,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9021,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9022,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9023,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9024,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9025,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9026,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9027,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9028,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9029,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9030,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9031,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9032,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9033,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9034,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9035,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9036,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9037,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9038,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9039,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9040,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9041,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9042,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9043,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9044,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9045,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9046,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9047,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9048,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9049,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9050,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9051,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9052,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9053,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9054,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9055,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9056,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9057,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9058,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9059,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9060,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9061,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9062,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9063,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9064,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9065,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9066,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9067,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9068,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9069,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9070,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9071,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9072,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9073,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9074,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9075,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9076,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9077,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9078,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9079,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9080,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9081,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9082,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9083,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9084,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9085,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9086,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9087,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9088,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9089,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9090,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9091,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9092,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9093,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9094,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9095,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9096,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9097,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9098,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9099,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9100,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9101,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9102,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9103,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9104,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9105,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9106,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9107,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9108,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9109,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9110,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9111,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9112,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9113,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9114,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9115,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9116,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9117,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9118,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9119,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9120,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9121,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9122,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9123,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9124,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9125,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9126,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9127,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9128,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9129,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9130,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9131,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9132,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9133,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9134,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9135,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9136,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9137,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9138,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9139,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9140,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9141,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9142,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9143,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9144,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9145,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9146,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9147,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9148,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9149,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9150,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9151,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9152,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9153,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9154,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9155,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9156,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9157,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9158,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9159,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9160,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9161,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9162,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9163,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9164,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9165,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9166,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9167,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9168,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9169,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9170,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9171,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9172,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9173,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9174,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9175,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9176,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9177,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9178,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9179,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9180,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9181,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9182,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9183,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9184,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9185,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9186,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9187,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9188,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9189,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9190,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9191,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9192,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9193,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9194,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9195,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9196,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9197,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9198,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9199,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9200,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9201,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9202,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9203,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9204,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9205,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9206,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9207,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9208,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9209,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9210,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9211,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9212,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9213,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9214,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9215,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9216,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9217,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9218,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9219,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9220,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9221,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9222,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9223,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9224,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9225,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9226,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9227,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9228,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9229,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9230,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9231,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9232,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9233,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9234,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9235,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9236,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9237,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9238,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9239,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9240,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9241,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9242,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9243,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9244,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9245,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9246,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9247,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9248,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9249,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9250,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9251,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9252,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9253,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9254,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9255,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9256,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9257,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9258,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9259,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9260,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9261,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9262,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9263,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9264,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9265,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9266,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9267,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9268,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9269,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9270,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9271,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9272,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9273,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9274,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9275,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9276,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9277,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9278,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9279,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9280,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9281,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9282,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9283,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9284,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9285,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9286,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9287,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9288,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9289,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9290,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9291,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9292,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9293,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9294,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9295,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9296,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9297,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9298,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9299,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9300,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9301,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9302,ADF&G: Alaska Department of Fish and Game,02rh7vj17
9303,ADF&G: Alaska Department of Fish and Game,02rh7vj17
